date,open,high,low,close,volume
2022-05-27,241.0833,253.2667,240.1767,253.2100,89295000
2022-05-31,257.9467,259.6000,244.7433,252.7533,101914500
2022-06-01,251.7200,257.3267,243.6400,246.7900,77247900
2022-06-02,244.1567,264.2100,242.0667,258.3333,93473100
2022-06-03,243.2267,247.7967,233.4167,234.5167,112393800
2022-06-06,244.3533,244.8667,234.3500,238.2800,84204600
2022-06-07,234.0000,239.9967,230.0933,238.8867,72808500
2022-06-08,240.0867,249.9633,239.1767,241.8667,76210500
2022-06-09,249.3400,255.5467,239.3267,239.7067,96491400
2022-06-10,235.1567,239.5000,227.9133,232.2300,97536600
2022-06-13,223.1667,226.6333,214.6833,215.7367,102767400
2022-06-14,218.2867,226.3300,211.7367,220.8900,97988700
2022-06-15,220.9167,235.6633,218.1500,233.0000,119131800
2022-06-16,222.7367,225.1667,208.6933,213.1000,107390700
2022-06-17,213.4333,220.9700,213.1967,216.7600,92641800
2022-06-21,224.6033,243.5767,224.3333,237.0367,122793000
2022-06-22,234.5033,246.8333,233.8267,236.0867,101107500
2022-06-23,237.9067,239.3167,228.6367,235.0700,104202600
2022-06-24,237.4700,246.0667,236.0867,245.7067,95770800
2022-06-27,249.3667,252.0700,242.5667,244.9200,89178300
2022-06-28,244.4833,249.9700,232.3433,232.6633,90391200
2022-06-29,230.5000,231.1733,222.2733,228.4900,82897200
2022-06-30,224.5100,229.4567,218.8633,224.4733,94600500
2022-07-01,227.0000,230.2300,222.1200,227.2633,74460300
2022-07-05,223.0000,233.1467,216.1667,233.0667,84581100
2022-07-06,230.7800,234.5633,227.1867,231.7333,71853600
2022-07-07,233.9200,245.3633,232.2100,244.5433,81930600
2022-07-08,242.3333,254.9800,241.1600,250.7633,101854200
2022-07-11,252.1033,253.0633,233.6267,234.3433,99241200
2022-07-12,236.8467,239.7733,228.3700,233.0700,87930900
2022-07-13,225.5000,242.0600,225.0333,237.0400,97954500
2022-07-14,234.8967,238.6533,229.3333,238.3133,78557400
2022-07-15,240.0000,243.6233,236.8900,240.0667,69683100
2022-07-18,244.9367,250.5167,239.6033,240.5467,82537500
2022-07-19,245.0000,247.1400,236.9767,245.5300,80890200
2022-07-20,246.7833,250.6633,243.4833,247.5000,88864200
2022-07-21,255.1067,273.2667,254.8667,271.7067,142032300
2022-07-22,276.2200,280.7867,270.7133,272.2433,103472700
2022-07-25,272.2167,274.1467,267.4000,268.4333,64073400
2022-07-26,266.5133,267.3100,256.2633,258.8600,66820800
2022-07-27,263.8100,275.9267,261.7900,274.8200,88110000
2022-07-28,280.0667,283.3000,272.8000,280.9000,84723000
2022-07-29,280.7000,298.3200,279.1000,297.1500,95313000
2022-08-01,301.2767,311.8767,295.0000,297.2767,117042900
2022-08-02,294.0033,307.8333,292.6667,300.5867,95577600
2022-08-03,305.0000,309.5500,301.1500,307.3967,80091000
2022-08-04,311.0000,313.6067,305.0000,308.6333,72256200
2022-08-05,302.6700,304.6067,285.5433,288.1700,113172900
2022-08-08,295.0000,305.2000,289.0867,290.4233,98994000
2022-08-09,290.2933,292.3967,279.3533,283.3333,86244600
2022-08-10,297.0667,297.5100,283.3700,294.3567,94918800
2022-08-11,296.5133,298.2367,285.8333,286.6300,70155000
2022-08-12,289.4167,300.1600,285.0333,300.0300,79657200
2022-08-15,301.7867,313.1333,301.2300,309.3200,89359200
2022-08-16,311.6667,314.6667,302.8833,306.5633,88136400
2022-08-17,303.3967,309.6567,300.0333,303.9967,68766000
2022-08-18,306.0000,306.5000,301.8533,302.8700,47500500
2022-08-19,299.0000,300.3600,292.5000,296.6667,61395300
2022-08-22,291.9133,292.4000,286.2967,289.9133,55843200
2022-08-23,291.4533,298.8267,287.9233,296.4533,63984900
2022-08-24,297.5633,303.6467,296.5000,297.0967,57259800
2022-08-25,302.3600,302.9600,291.6000,296.0700,53230000
2022-08-26,297.4300,302.0000,287.4700,288.0900,57163900
2022-08-29,282.8300,287.7400,280.7000,284.8200,41864700
2022-08-30,287.8700,288.4800,272.6500,277.7000,50541800
2022-08-31,280.6200,281.2500,271.8100,275.6100,52107300
2022-09-01,272.5800,277.5800,266.1500,277.1600,54287000
2022-09-02,281.0700,282.3500,269.0800,270.2100,50890100
2022-09-06,272.6800,275.9900,265.7400,274.4200,55860000
2022-09-07,273.1000,283.8400,272.2700,283.7000,50028900
2022-09-08,281.3000,289.5000,279.7600,289.2600,53713100
2022-09-09,291.6700,299.8500,291.2500,299.6800,54338100
2022-09-12,300.7200,305.4900,300.4000,304.4200,48674600
2022-09-13,292.9000,297.4000,290.4000,292.1300,68229600
2022-09-14,292.2400,306.0000,291.6400,302.6100,72628700
2022-09-15,301.8300,309.1200,300.7200,303.7500,64795500
2022-09-16,299.6100,303.7100,295.6000,303.3500,87087800
2022-09-19,300.0900,309.8400,297.8000,309.0700,60231200
2022-09-20,306.9100,313.3300,305.5800,308.7300,61642800
2022-09-21,308.2900,313.8000,300.6300,300.8000,62555700
2022-09-22,299.8600,301.2900,285.8200,288.5900,70545400
2022-09-23,283.0900,284.5000,272.8200,275.3300,63748400
2022-09-26,271.8300,284.0900,270.3100,276.0100,58076900
2022-09-27,283.8400,288.6700,277.5100,282.9400,61925200
2022-09-28,283.0800,289.0000,277.5700,287.8100,54664800
2022-09-29,282.7600,283.6500,265.7800,268.2100,77620600
2022-09-30,266.1500,275.5700,262.4700,265.2500,67726600
2022-10-03,254.5000,255.1600,241.0100,242.4000,98363500
2022-10-04,250.5200,257.5000,242.0100,249.4400,109578500
2022-10-05,245.0100,246.6700,233.2700,240.8100,86982700
2022-10-06,239.4400,244.5800,235.3500,238.1300,69298400
2022-10-07,233.9400,234.5700,222.0200,223.0700,83916800
2022-10-10,223.9300,226.9900,218.3600,222.9600,67925000
2022-10-11,220.9500,225.7500,215.0000,216.5000,77013200
2022-10-12,215.3300,219.3000,211.5100,217.2400,66860700
2022-10-13,208.3000,222.9900,206.2200,221.7200,91483000
2022-10-14,224.0100,226.2600,204.1600,204.9900,94124500
2022-10-17,210.0400,221.8600,209.4500,219.3500,79428800
2022-10-18,229.5000,229.8200,217.2500,220.1900,75891900
2022-10-19,219.8000,222.9300,217.7800,222.0400,66571500
2022-10-20,208.2800,215.5500,202.0000,207.2800,117798100
2022-10-21,206.4200,214.6600,203.8000,214.4400,75713800
2022-10-24,205.8200,213.5000,198.5900,211.2500,100446800
2022-10-25,210.1000,224.3500,210.0000,222.4200,96507900
2022-10-26,219.4000,230.6000,218.2000,224.6400,85012500
2022-10-27,229.7700,233.8100,222.8500,225.0900,61638800
2022-10-28,225.4000,228.8600,216.3500,228.5200,69152400
2022-10-31,226.1900,229.8500,221.9400,227.5400,61554300
2022-11-01,234.0500,237.4000,227.2800,227.8200,62688800
2022-11-02,226.0400,227.8700,214.8200,214.9800,63070300
2022-11-03,211.3600,221.2000,210.1400,215.3100,56538800
2022-11-04,222.6000,223.8000,203.0800,207.4700,98622200
2022-11-07,208.6500,208.9000,196.6600,197.0800,93916500
2022-11-08,194.0200,195.2000,186.7500,191.3000,128803400
2022-11-09,190.7800,195.8900,177.1200,177.5900,127062700
2022-11-10,189.9000,191.0000,180.0300,190.7200,132703000
2022-11-11,186.0000,196.5200,182.5900,195.9700,114403600
2022-11-14,192.7700,195.7300,186.3400,190.9500,92226600
2022-11-15,195.8800,200.8200,192.0600,194.4200,91293800
2022-11-16,191.5100,192.5700,185.6600,186.9200,66567600
2022-11-17,183.9600,186.1600,180.9000,183.1700,64336000
2022-11-18,185.0500,185.1900,176.5500,180.1900,76048900
2022-11-21,175.8500,176.7700,167.5400,167.8700,92882700
2022-11-22,168.6300,170.9200,166.1900,169.9100,78452300
2022-11-23,173.5700,183.6200,172.5000,183.2000,109536700
2022-11-25,185.0600,185.2000,180.6300,182.8600,50672700
2022-11-28,179.9600,188.5000,179.0000,182.9200,92905200
2022-11-29,184.9900,186.3800,178.7500,180.8300,83357100
2022-11-30,182.4300,194.7600,180.6300,194.7000,109186400
2022-12-01,197.0800,198.9200,191.8000,194.7000,80046200
2022-12-02,191.7800,196.2500,191.1100,194.8600,73645900
2022-12-05,189.4400,191.2700,180.5500,182.4500,93122700
2022-12-06,181.2200,183.6500,175.3300,179.8200,92150800
2022-12-07,175.0300,179.3800,172.2200,174.0400,84213300
2022-12-08,172.2000,175.2000,169.0600,173.4400,97624500
2022-12-09,173.8400,182.5000,173.3600,179.0500,104872300
2022-12-12,176.1000,177.3700,167.5200,167.8200,109794500
2022-12-13,174.8700,175.0500,156.9100,160.9500,175862700
2022-12-14,159.2500,161.6200,155.3100,156.8000,140682300
2022-12-15,153.4400,160.9300,153.2800,157.6700,122334500
2022-12-16,159.6400,160.9900,150.0400,150.2300,139032200
2022-12-19,154.0000,155.2500,145.8200,149.8700,139390600
2022-12-20,146.0500,148.4700,137.6600,137.8000,159563300
2022-12-21,139.3400,141.2600,135.8900,137.5700,145417400
2022-12-22,136.0000,136.6300,122.2600,125.3500,210090300
2022-12-23,126.3700,128.6200,121.0200,123.1500,166989700
2022-12-27,117.5000,119.6700,108.7600,109.1000,208643400
2022-12-28,110.3500,116.2700,108.2400,112.7100,221070500
2022-12-29,120.3900,123.5700,117.5000,121.8200,221923300
2022-12-30,119.9500,124.4800,119.7500,123.1800,157777300
2023-01-03,118.4700,118.8000,104.6400,108.1000,231402800
2023-01-04,109.1100,114.5900,107.5200,113.6400,180389000
2023-01-05,110.5100,111.7500,107.1600,110.3400,157986300
2023-01-06,103.0000,114.3900,101.8100,113.0600,220911100
2023-01-09,118.9600,123.5200,117.1100,119.7700,190284000
2023-01-10,121.0700,122.7600,114.9200,118.8500,167642500
2023-01-11,122.0900,125.9500,120.5100,123.2200,183810800
2023-01-12,122.5600,124.1300,117.0000,123.5600,169400900
2023-01-13,116.5500,122.6300,115.6000,122.4000,180714100
2023-01-17,125.7000,131.7000,125.0200,131.4900,186477000
2023-01-18,136.5600,136.6800,127.0100,128.7800,195680300
2023-01-19,127.2600,129.9900,124.3100,127.1700,170291900
2023-01-20,128.6800,133.5100,127.3500,133.4200,138858100
2023-01-23,135.8700,145.3800,134.2700,143.7500,203119200
2023-01-24,143.0000,146.5000,141.1000,143.8900,158699100
2023-01-25,141.9100,146.4100,138.0700,144.4300,192734300
2023-01-26,159.9700,161.4200,154.7600,160.2700,234815100
2023-01-27,162.4300,180.6800,161.1700,177.9000,306590600
2023-01-30,178.0500,179.7700,166.5000,166.6600,230878800
2023-01-31,164.5700,174.3000,162.7800,173.2200,196813500
2023-02-01,173.8900,183.8100,169.9300,181.4100,213806300
2023-02-02,187.3300,196.7500,182.6100,188.2700,217448300
2023-02-03,183.9500,199.0000,183.6900,189.9800,232662000
2023-02-06,193.0100,198.1700,189.9200,194.7600,186188100
2023-02-07,196.4300,197.5000,189.5500,196.8100,186010300
2023-02-08,196.1000,203.0000,194.3100,201.2900,180673600
2023-02-09,207.7800,214.0000,204.7700,207.3200,215431400
2023-02-10,202.2300,206.2000,192.8900,196.8900,204754100
2023-02-13,194.4200,196.3000,187.6100,194.6400,172475500
2023-02-14,191.9400,209.8200,189.4400,209.2500,216455700
2023-02-15,211.7600,214.6600,206.1100,214.2400,181006400
2023-02-16,210.7800,217.6500,201.8400,202.0400,229586500
2023-02-17,199.9900,208.4400,197.5000,208.3100,213738500
2023-02-21,204.9900,209.7100,197.2200,197.3700,180018600
2023-02-22,197.9300,201.9900,191.7800,200.8600,191828500
2023-02-23,203.9100,205.1400,196.3300,202.0700,146360000
2023-02-24,196.3300,197.6700,192.8000,196.8800,142228100
2023-02-27,202.0300,209.4200,201.2600,207.6300,161028300
2023-02-28,210.5900,211.2300,203.7500,205.7100,153144900
2023-03-01,206.2100,207.2000,198.5200,202.7700,156852800
2023-03-02,186.7400,193.7500,186.0100,190.9000,181500700
2023-03-03,194.8000,200.4800,192.8800,197.7900,154193300
2023-03-06,198.5400,198.6000,192.3000,193.8100,128100100
2023-03-07,191.3800,194.2000,186.1000,187.7100,148125800
2023-03-08,185.0400,186.5000,180.0000,182.0000,151897800
2023-03-09,180.2500,185.1800,172.5100,172.9200,170023800
2023-03-10,175.1300,178.2900,168.4400,173.4400,191488900
2023-03-13,167.4600,177.3500,163.9100,174.4800,167790300
2023-03-14,177.3100,183.8000,177.1400,183.2600,143717900
2023-03-15,180.8000,182.3400,176.0300,180.4500,145995600
2023-03-16,180.3700,185.8100,178.8400,184.1300,121136800
2023-03-17,184.5200,186.2200,177.3300,180.1300,133197100
2023-03-20,178.0800,186.4400,176.3500,183.2500,129684400
2023-03-21,188.2800,198.0000,188.0400,197.5800,153391400
2023-03-22,199.3000,200.6600,190.9500,191.1500,150376400
2023-03-23,195.2600,199.3100,188.6500,192.2200,144193900
2023-03-24,191.6500,192.3600,187.1500,190.4100,116312400
2023-03-27,194.4200,197.3900,189.9400,191.8100,120851600
2023-03-28,192.0000,192.3500,185.4300,189.1900,98654600
2023-03-29,193.1300,195.2900,189.4400,193.8800,123660000
2023-03-30,195.5800,197.3300,194.4200,195.2800,110252200
2023-03-31,197.5300,207.7900,197.2000,207.4600,170222100
2023-04-03,199.9100,202.6900,192.2000,194.7700,169545900
2023-04-04,197.3200,198.7400,190.3200,192.5800,126463800
2023-04-05,190.5200,190.6800,183.7600,185.5200,133882500
2023-04-06,183.0800,186.3900,179.7400,185.0600,123857900
2023-04-10,179.9400,185.1000,176.1100,184.5100,142154600
2023-04-11,186.6900,189.1900,185.6500,186.7900,115770900
2023-04-12,190.7400,191.5800,180.3100,180.5400,150256300
2023-04-13,182.9600,186.5000,180.9400,185.9000,112933000
2023-04-14,183.9500,186.2800,182.0100,185.0000,96438700
2023-04-17,186.3200,189.6900,182.6900,187.0400,116662200
2023-04-18,187.1500,187.6900,183.5800,184.3100,92067000
2023-04-19,179.1000,183.5000,177.6500,180.5900,125732700
2023-04-20,166.1700,169.7000,160.5600,162.9900,210970800
2023-04-21,164.8000,166.0000,161.3200,165.0800,123539000
2023-04-24,164.6500,165.6500,158.6100,162.5500,140006600
2023-04-25,159.8200,163.4700,158.7500,160.6700,121999300
2023-04-26,160.2900,160.6700,153.1400,153.7500,153364100
2023-04-27,152.6400,160.4800,152.3700,160.1900,127015200
2023-04-28,160.9000,165.0000,157.3200,164.3100,122515800
2023-05-01,163.1700,163.2800,158.8300,161.8300,109015000
2023-05-02,161.8800,165.4900,158.9300,160.3100,128259700
2023-05-03,160.0100,165.0000,159.9100,160.6100,119728000
2023-05-04,162.7100,162.9500,159.6500,161.2000,95108500
2023-05-05,163.9700,170.7900,163.5100,170.0600,107607300
2023-05-08,173.7200,173.8000,169.1900,171.7900,112249400
2023-05-09,168.9500,169.8200,166.5600,169.1500,88965000
2023-05-10,172.5500,174.4300,166.6800,168.5400,119840700
2023-05-11,168.7000,173.5700,166.7900,172.0800,103889900
2023-05-12,176.0700,177.3800,167.2300,167.9800,157849600
2023-05-15,167.6600,169.7600,164.5500,166.3500,105592500
